Comment	label
Countryside street cams unwittingly catch spooky moments, and the experts tremble.	2
Tonle's first voice in response to Chen's infidelity case, intends to divorce?	0
Sexual orientation can be determined by finger length.	0
lin yi-chen 's explosion is suspected of being anorexic	0
Are you really going to close down?	2
Eat staple food to die fast? Losing weight must eat less?	2
Cutler's voice, Lionel Messi really wants to go to Manchester City, where the Barcelona turmoil ends.	2
Fan Bingbing and Hongjinbao are having a scandal again? What's wrong with this society?	0
Can you get bird flu if you eat big-dish chicken and pickled peppers?	2
A red light penalty of 200 points, the old driver teach you to become only a fine 50 not deduction!	2
A 50-year-old bus-bus blows up an 8-year-old child. Rumors, rumormongers, jail time.	2
The nine-year compulsory education should be upgraded to 12 years and the middle school examination should be abolished.	0
The Central Academy of Fine Arts gave him disciplinary action because of the private road signs.	2
in tibetan areas, if you see a white tent, do n't enter it, and you might become the son-in-law of the tibetan people!	0
It doesn't tally with the fact that the admission ticket to the ancient city of Phoenix is not true. Where is the 50 yuan paid by the tourists?	2
Same as shop shopper, why other people can earn more than 10,000 a month, while others have closed shop	2
China's 500-megaton super-carrier attack, can carry 200 fighters, the first to realize the idea of the United States!	2
Design Features and Exposure of the Design Features of the iPhone 8	0
Zhang Cechi: boyfriend is outside the circle person, has been pregnant three months? Tse tse-feng response to netizens angry!	2
Often do housework hands rough and ugly? Try this move quickly, the hands become white smooth and delicate!	2
Which food should never be eaten with beef!	2
Automobile into the countryside, 60000 subsidized by netizens to complain that: cars can not be sold to think of the countryside!	2
Nanking Suing Fans Hung Suicides	2
Grass-root teacher salaries, the last increase before the end of the year, do not include these two types of teachers!	2
The biggest culprit causing smog is really the village burning straw?	2
"""Spectacular Dinner"" Wang Fei-yapeng's ""Epic Faces"", Cecilia Cheung as a Clown Scoffing Tse Tse-feng"	2
the jade that was prepared to be discarded at any time was worth millions and tian yuyu when it was cut into pieces	2
Drop a little of it in the foot of the foot, and it can produce 30 years of dampness! The waist is also thin and the stomach is flat	0
Since May 1, the national public transportation officially became the Chinese untouched child safety protection point!	2
TVB 20 -year-old TVB, Gu Tin -Lok twice refused her, the film business was cheated by friends cheated abortion!	2
80% of rose tea has been smoked with sulfur. Have you ever tasted it?	0
xinjiang innovation to withdraw from china 's market	2
Eat pig blood can clear lung, prevent haze haze? After reading this article you will be disappointed	2
The love affair of the house is exposed. Jackie Chan loves it.	0
Nets just gave birth to a child to divorce, and shea baabysma dozen gun?	2
The bigger a woman's ass, the smarter her son is -	0
Begin in 2018, 5 people in rural areas will not be building housing, violations will focus on strict inspections!	0
Jiang Shan quit showbiz	2
After fan violence, Li Yifeng refused to go to Happy Camp.	2
Some Methods of Fopharyngitis Foliage Treating with the Foliage of the Pharyngitis	0
SkiII, L'Oreal containing hormones, YSL, Lancôme, Shitagoya carcinogenic, lead levels exceed the limit? This pot is not back!	2
"In 2018, the rural homestead ""new policy"", the homestead will be more and more valuable!"	2
When you're pregnant, you're exposed to the computer every day. Do you want to buy a radiation suit?	2
"Magic ""vinegar egg"""	2
The 2018 social security reform five-way insurance policy, this five big old-age insurance rights to wait for the key to know!	2
the united states is close to making movies, huang zi-tao and yang power are probably really together!	2
Hand-made butter beer, delicious, simple three steps to complete	2
43-year-old Zhu Xun appeared at the airport with a haggard appearance and a pale complexion.	2
a good thing is near? zhao liying 's microblog photo shoots, and chen weiqing secretly replies	0
After father-in-law kisses his daughter-in-law, the two live in a fight?	2
Tsao Yan's two -year-old daughter was kidnapped in Jining Dun? Rumour!	2
An incident of hacking in the village of Da Ying village in the Haikou area? Haikou nets cautionary note not to spread rumors	2
Li Xiaoxia announced the marriage contract, the Rio Olympic Games have been exposed as a self-disclosure, let Kong Linghting in the face of confusion.	2
A big copper coin. What's the value of it? Do you know?	0
Yang Jianping was spat on the face by a Japanese boxer, an instant fury of a Ko Japan, domineering!	0
1 Read Leng Leng to be handsome: Muggat Chong Chong Chong Chong History of History, Change of Thoughts from Earth Handsome	2
Phoenix Old Town Resumed Tickets? Hanging up the phone when confronted by the officials	0
The treatment of rheumatism waist pain, the lumbar disc protruding, the effect is very good.	2
> > jessie j. and gai, what's the name of jessie j.	2
An incident of hacking in the village of Da Ying village in the Haikou area? Haikou nets cautionary note not to spread rumors	2
Ovary old people tend to age, eat more of these foods to maintain ovaries, women are younger.	2
Jiangxi 15-25 not to be tanned? Airplanes to be used to cure moths?	2
True psychic archives, hospital real-life ghostly video surveillance.	2
Bangbang! Next Center in Hefei! 2 Great Lakes + Education Highland + 3 subway lines	2
Five categories of food that you can't eat during pregnancy, and you don't feel like you can eat.	2
Extremely priceless. Treasure of the city, one gold coin, one gold coin.	2
I can't believe Brown Sugar Mosquito Control works better than insecticide. In the corner of the house, one night the mosquito is dead.	0
Qu Qi has signed an agreement to get a divorce, and it's unlikely to get along with Fung Tak-nan	0
Liu Kaiwei drove Chrysanthemum along with his son to go home and kneeled before his father's altar and cried.	2
Good things are nearing? Hu sings blessing Tang Yan Xian romantically, Wang Feishichang Xingfeng clasps his clasp with clasp clasp	2
Guan Xiaotong has been pushed to the apex of the storm! Violation of Nortel rules, frequent filming, the school declared that Xiaotong will be held down!	2
Chrysanthemums a dime of the price list price of chrysanthemum quarter coins?	0
Eating more of these meals during pregnancy is more likely to produce twins, experts say	2
Li Yapeng open new girlfriend, Wang Fei expresses dissatisfaction!	2
"The list of the top 10 ""dirtiest fruits and vegetables"" is the first of its kind! At least 20 pesticides remain!"	2
Huge insider! This one ate is equal to 5 birth control pills, 10 ecstasy pills!	0
Experts to tell you with scientific advice: after the month of the month, can you wash and wash your hair?	2
Summer mosquito repellent, netizen: One night mosquito-repellent incense is more terrible than smoking! Which substance will produce?	2
Ten Thousand Cold Noises 37: Butt-spanking improves IQ, you know?	2
2018 new rural housing demolition regulations: compensation standards and calculation methods, see how much your home can complement?	2
jiang shi yan drank more, slept on the floor, slept on the floor one night, and was exposed by sun hung - lei 's jokes and shorts.	2
Fake muffin in the market. Cotton in place of meat loaf.	2
magnetic perpetual motion machine	2
With this water and its shampoo, white hair black hair for 3 days, this lifetime do not have to dye the hair.	0
"Gurina responded to the break-up, saying: ""there is a mother to eat, the other can not remember!"""	0
Be sure not to dye your white hair! Use white vinegar to add it to it, and three days to white hair to black hair.	2
2 dollars a catty of home-cooked meals, regular meals can reduce weight loss, anti-cancer, anti-aging	2
the two sides did not respond to the call for the resumption of the negotiation of the takeover of ofo.	2
Ex-member of SNH48, leader of underage girls.	2
40 million catties apple farmers have no choice but to cut down trees? fruit farmers: I was arranged	2
After the parents died, the property must belong to the only child? So you think that you are wrong!	2
"Yang Yingcheng has successfully edged out Zhao Lieying in ""Chucho Chuckie 2"", and Huang Xiaoming is also going to be in it"	0
Discover the recent lottery number, god rule, tonight jackpot number may really be it.	2
The phone's 4 tricks can't be learned, the cell phone has no electricity and no charger! Only one move to your phone can restore the power of 50%.	0
Just now, Putin talked about the return of Chinese territory: there will be!	2
There is a subsidy for coal-fired power in rural areas, with a maximum subsidy of 24000 yuan per household, and a subsidy for electricity.	0
58-year-old Nan Ping's smokin ', and he tortured herself for cancer.	0
There are aliens on the moon? Terrified that the United States is afraid to go, China does not believe, claims to see the truth!	2
China stock market startling news: the words of institutional magnanimity to burst out of the market!	2
Blast! QQ International Edition announced to stop European service!	2
The trick to eradicating the foot odor in one fell swoop.	0
Rural land can be permanently removed from the housing base, a one-acre lump-sum compensation 50, 000, how do farmers look at it?	2
Attention! As of 2018, these categories of farmers will not be able to build in the countryside to see if you are among them!	0
Eat lamb infected with the SK6 virus? Guangdong disease control: There is no virus!	2
The casserole, the old casserole, is rusty. Use it and never stick it again.	0
Teach you how to see a woman's life from the Eight-Characters is not a good marriage!	0
Tonle Chen is getting a divorce?	0
Best weight loss fruit, every minute to eat up your fat!	2
In 1993, Kun Ling was pregnant again? Three three-year-old baby, Jay is really awesome!	0
Rrrrrrrrrrrr-rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrpatriotism-rulers, please don't miss < / u > < / i >	0
"""Give me 20 years, give you a mighty Russia."" Can Putin do that?"	2
No Exit Permit for Mainland Persons Traveling to Hong Kong and Macao	2
To master these four techniques, you can quickly increase the speed of the mobile phone.	2
Watermelon Infection H7N9? Men Spread the Rumor for Cheap Watermelons	2
Owner electronics expects net profit of half a year to increase 20% to 40% year-on-year	2
eating like this every day, i 'll lose 50 kilos	2
Internet on the weight loss effectiveness of the vine-hubbub hype hypnotic, really such magic?	2
"Small s live little daughter childless daughter-in-law ""was broken by the father""! Did not be ""domestic violence""?"	2
Pay treasure now to pay a service fee, how can be free to cash?	2
TCM treatment of cancer, these few taboos are not paid attention to, treatment will add insult to injury	2
He earned $1.2 billion from yao in three years and gave his son $20 million in luxury cars.	2
Rural sites may have to be unified management, if not care, your house will be gone!	0
"Do not bless friends in the Dragon Boat Festival ""happiness"", only ""well-being"" do you know the reason?"	2
Cancer alert warning! These body signals you must know, missed the regret!	0
The first time you hear about watermelons and you have a master? Guanao teaches you a trick.	0
"""Big coat"" Zhu Gen writing late at night to withdraw from the entertainment circle, who is the real ""murderer""?"	2
An alien skull found in the belly of a dinosaur fossils? There was a good chance dinosaurs and aliens might have been at war!	2
Dracked by cancer, her first sister, XU Xun, withdrew from the stage with a recurrence of cancer	0
"Never imagined! The ""king of poison"" in vegetables is it, really?"	2
The nine-year compulsory education should be upgraded to 12 years and the middle school examination should be abolished.	2
Monosodium glutamate carcinogenesis? The fact is not that terrible! Do not see not know!	2
sweeping up the code, paying off the fines, collecting fines is a hoax, and hefei police are teaching you to check fake and fake tickets.	0
Internet users exposed the video surveillance, Chen Xiang cheating on the rail, Jiang Gangdong into two people love, the circle is really messy	2
wang zuiran smiles back from the entertainment industry rumors, ma guoming sighs that it is difficult to meet huang xin ying	2
"""Little reminds"" Huangshan people to stop spreading! ""The city gardens to fly the plane flies the medicine to cure the white moth""? That is so!"	2
Can tea really cure alcohol, but these are the sorts of things that can cure all sorts of discomfort.	2
Do girls really drink red sugar? 99% of them are wrong, boyfriend.	2
Give your child these three kinds of vegetables to strengthen your child's resistance and improve his intellectual development.	0
The hollow tomatoes are loaded with hormones.	2
An overlooked fact: Genetically modified technology has not dramatically increased food production.	0
The commercial giant Ma: After the big year these few trades make money too easy, the fool can get rich?	0
He prosecuted Ma Jiajun, the vice president of the Chinese Football Association, led to a landslide, and was sentenced for taking bribes.	2
You spray it, and the pan comes down and you don't have to brush it.	0
Huawei special features, teaching you to access the peripherals wifi password, especially useful!	0
The Linxian Police Brigade uses the loudspeakers in the countryside to publicize traffic violations	2
"""The People's Name 2"" is going to start soon. Hou Liping is changed to veteran cadre, netizens quit."	0
Eat lamb infected with the SK6 virus? Guangdong disease control: There is no virus!	2
april 1 test new rules theory will have to be completed for more than 80 hours of study	2
The Birth of Actors Retaliated with Yuan Li	2
The National Checking Card Room is under 60-year-old detention today.	2
By 2018, not only will the subsidies for the disabled be increased, but these four types of farmers in rural areas will get the most!	2
Zhu Gu Wen sings on the mandarin stage, hugs and hugs and hugs and hugs the stage below, his wife turns on the face, weeping bitterly	0
Wulin, Tank, Tetsukejian Smacks Ko Yield Thai Boxing King Sithchai Attacks on the World Summit	0
45-year-old middle-aged woman 175 catties, a day to lose weight 23 pounds! 100% weight loss success?	0
Premium iPhone X Exposure: LCD screen will be available	2
Can the deleted SMS chat record be restored?	2
Recently a recent earthquake in Hunan Province? Urban earthquake Bureau: rumors!	2
It's not easy for farmers to see doctors? These nine diseases will be free of charge for next year! Farmers will never have to worry.	2
Hate yourself for being too casual? It's okay, we'll show you how to modify the micro signals!	2
Ten strokes for toothpaste, and a scratch-off on the phone's screen.	0
His son's girlfriend is the 46 -year-old Yang Yuying, Bao Guoan response is very surprising!	2
Pay for Po Te? Look here for free! Say goodbye to the blue - skinned mushroom!	0
I'll teach you a little trick to lose weight. No exercise. Natural food. Keep it per meal.	0
A new Mercedes-Benz car can run with water! 800 kilometers a box of water, and no longer worry about the cost of gas.	0
How can you tell if a car is good or bad? In fact, a glass of water can test it.	0
When her daughter-in-law was eating meat, her mother-in-law scolded her, and when she heard that her daughter-in-law was pregnant, her mother-in-law served a large plate of red meat	2
Ginger water shampoo really can prevent detached hair? See the scientist how say?	2
After the listing of Lei Jun has a new action: the suspected millet car will rise up?	2
"Net alarm rumors: ""Traffic New Regulations2018 April 15, 2018"" information in the circle of friends is rumor information"	2
What Does Healthy Weight Loss Have? Spirulina is recognized for its effectiveness in reducing weight loss	0
Hengda takes the top spot for world soccer team! Guoan high-level officials criticize the looting behavior: damage to chinese football	2
"The new version of ""Niangzi Legend"" is set to be dim, and the mistress is the ""Beauty of the Four Thousand Years""?"	2
The same is the second marriage, Wang Han Yang Lele people all know, Liu Tao is to hide until what time!?	2
"Fan Bingbing is asked ""brother is illegitimate son"" rumor, originally smiles grinning face, she suddenly changed face"	1
Five-cent piece of paper, is it all familiar? Now, it's not cheap. It's a piece of paper with an anachronistic memory.	2
why is it that the domestic aircraft carrier is not smoking?	2
Can you think of a good-looking deer in a fight? Can we do a shoot-out?	2
"""Two electricians were washed away"", a villager was fined 500 yuan in Yueyang, Hunan Province"	2
"This strange wild grass in the countryside, eating as soon as it is eaten, is known as ""sleeping vegetables"" and is a nemesis of insomnia."	2
Come come, who is anxious to clear the relationship with zhao wei simply once to clarify!	0
Canadian institute: dandelion root 48h can kill 98% of cancer cells! Terminal cancer can be cured?	2
Jet Li will bid farewell to the movie studio! Make a will: 10 billions of assets donated to the country, after the death wish to return to the country for burial!	0
The tfboys won the jackpot is hard to match, is it really to disband?	2
Unique home: webcast video shrimps are dispensed with glue?	2
In 2018 college entrance examination will cancel two or three books, the impact on the current junior students most!	2
Does the child have a fever to be the first choice physical cooling method?	2
Four members of a family were killed in Yolong Town, Meilan, Haikou.	1
Lumbar disc prominent, remember not to underestimate it! Therapy must be early, let you bid farewell to waist ache	0
The 41-year-old yonfan recently has been to the 95 year-old Yang Zhenning impatiently! The facial expression is angry, the face is disdained!	0
Cheung Wai-kin was taken out of a drug ring.	1
Onions are good, but eating with them causes blindness in the eyes.	2
Can't cure a nail with a nail? With this little recipe, it's no big deal to get rid of the fingernails.	0
Early summer 1 fish catch bait to kill bait formula skill! Fish get 72 jin! Tanggu Bankao Bankruptcy!	2
A 100 monthly salary for the Winner Glory team? Let's see what's going on.	2
"The policy of ""through transfer business"" has not changed. What are the rules for the purchase and sale of economical housing? How is the court adjudicated?"	2
Agriculture accounts will be abolished and farmers will make sure they get them.	2
Japan wants to recognise its Chinese ancestry, South Korea is anxious, and says its ancestors are Korean.	2
What does diabetes drink to be good for blood sugar? How to eat blood sugar fast? mp4	2
Song dendan publicly denounces his daughter-in-law: these four reasons make song dan dan extremely dissatisfied with his daughter-in-law!	2
Daye has a police attack again? The city manager beats the vegetable vendors? We don't have the back of this pot!	2
A cold to cover the bed, all right? Don't do these things when you have a cold.	2
Is it more healthful to brush up the alkaline waters of friends?	2
White hair no matter how fierce, with garlic water to shampoo so 10 times, the effect is comparable to hair dye.	2
The official return, the familiar smell, but not the original recipe.	2
Li Qin's suspected love affair, the two former viewers of the most favored CPP, and now microblog exposure of love	2
"Huawei is going to introduce graphene-based batteries, but this ""black tech"" is really coming!"	0
students raped by international students at panzhihua college	2
"The ""north sanxian county"" is expected to take advantage of the urban auxiliary center construction to achieve rapid development."	2
The countryside is ubiquitous weedy grass, unexpectedly is the scourge of diabetes mellitus, have you seen it?	0
315 night of the 2018 live broadcast: pre-exposure of the cctv 315 party rehearsals for rehearsals and broadcasting programs	2
Daughter-in-law disregarding mother's opposition whole house full of tiles, really upscale, summer do not open air-conditioning!	2
Green capital: the listing of loans approved by the approval of A new energy source is about to be born	2
"Online crazy ""one cup of yoghurt equals two cokes""! Do you still dare to drink? For this small part also specially check, the result is actually like this!"	2
starting june 30, i 'll be shut down again. i do n't agree with you, netizens.	2
The so-called Third Bomb is a lot of doubt.	2
The child is smart and not smart, you can see from the sleeping position! What is your baby sleeping?	0
Diabetic people eat these three types of food, blood sugar soared, insulin can not fall down, you still dare to eat?	2
More than 100 years ago, the country seized our territory, China became powerful, and then returned to return the initiative to return it.	2
Sleepy at work? Spring drowsiness is here. Chinese medicine teaches you these three methods, clear-headed and not sleepy	2
WHO classified age 65 as a youth	2
"""Only child wants to have parents' property completely,"" not necessarily!"	0
You want your baby's attention! Often eat these foods can lead to ovulation abnormality, even infertility!	2
Hong Kong media: The Hong Kong subsidiary of the Hong Kong subsidiary has applied for a voluntary winding-up	0
Remind! Two men in Yichun to fabricate rumor in the micro-letter, one person is arrested, one is fined!	2
It's very common in rural areas. Too much food has the potential to cause cancer.	0
Two brothers and sisters in Guangdong, Guangdong, jumped from the third floor like Altman? Dongguan was the scene of the accident	2
Old man's prostate breath, earth, eggs, wolfberry and red dates, can not spend ten yuan to guarantee the cure	0
The State Council has issued a regulation: the owners may refuse to pay the property fee in these eight cases	2
us media reviews are most likely to be traded player, the knight of the knight 's knight, the only player to have value is thompson	2
red dates + ginger + red sugar + goji berries seven days to take you away from the old lady	2
Baidu CEO Robin Li has an illegitimate child and a family scrambling for assets	1
"""The fruit also divides the mother, the female is better than the male"", is the fact really like this?"	0
news says that leiju sports co-president liu jianhong will leave his post	2
ZHANG Zhaozhong warns that if Taiwan decides to deploy nuclear weapons, it could be hit by a nuclear strike	2
Ten people are dead at Changbei Airport.	2
Do you know anything about restoring a rotten banana to its freshness?	0
81-year-old Xie Xian got his 49-year-old girlfriend pregnant.	2
Don't use the hair dryer on your phone. Teach you this method is the most effective. You can turn it on right away.	2
Actor 2 actor list confirmed? All hands on blood. Shooting in 2018.	2
Zhang Jie finally exposes Xie Xi Hua Fei Longfeng, the boy called the Pineapple, the girl nicknamed Zhaoyu!	2
"A 17-year-old boy infected with super-bacteria has already spent 31, 000 in half a month on a ""little cold"""	0
God, it turns out that tears of sadness contain harmful substances, that it is suicide, a little knowledge.	0
Starting from July, don't drive like this again, be careful with your license revoked!	2
Wang Szu-tsung's bombshell, kicked him out of the entertainment industry.	0
Zhuo Wei LiuZhi is married? I heard that they are more matched with the deer!	2
"Liu chia-ling: ""I will not have children, but tony leung is really going to be a father!"""	0
Yang Mei carries the SB 250 virus? The Shaoxing women are quarantined?	2
$200,000 for a million dollars' worth of interior, brand-new Mercedes-Benz.	2
For disturbing public order, the client was sentenced to five days' imprisonment	2
These kinds of vegetables in the vegetable market, do not buy again cheaply, the second kind is more carcinogenic, deep thinking fear!	0
Dyeing a product may increase your risk of breast cancer!	2
Guan Guan this time, Hu Heng Da? Hengda fans: Shame on you!	2
The original microletter has also hidden a network function, press the switch directly on the net, now try!	0
Eat more alkaline food more easily boys? 5 kinds of food aid, eat quickly!	2
One way to solve all kinds of yellow teeth and smoke stains	2
An explosion happened on the north road of Taiyuan Peabulous? The result of the police investigation of Taiyuan net police!	2
"""The case of Ho Jiezhi's Mingming divorce"" ended, Ho Jie: ""I didn't let him out of the house naked."""	2
The farmer found this in the mountains, and was happy to know the value.	2
In 2018, some old people in rural areas will receive nearly 7000 subsidies and 5 people will have pension benefits!	2
Hand-held micro letter / paypal free copy (2018 edition)	2
Is washing detergent dangerous to health? How about washing dishes?	2
"Wujing does not want to Liu Dehua in ""The Warden 3"" this is what exactly is the reason!"	2
How can I find my husband's deleted SMS chat history?	2
How are the tanks in the world treated? America is speechless. China is praised.	2
The mobile phone simply needs to enter a string of code, the net speed instantly ascend tenfold, too powerful!	2
There are two reasons why Pang Tong and Zhuge Liangqi should be killed in the same way.	2
A car that didn't fill up with oil and only added water came out, no longer worried about the car and the pollution of the environment.	2
"People who often get angry, often eat these four ""bitter"" in summer, heat-removing heat and fire, do not exercise to thin-skinned"	2
Nutritionists found that it was also harmful to the health of the yam to eat it and it was never thought of.	2
Do you know how to use mosquito-repellent incense? One dish of mosquito-repellent incense is equal to 6 packs of cigarettes!	2
Washing it with it, 5 days of white hair to become a black, no longer have to pay to dye the hair!	0
Infertility can lead to infertility. Tampon allergies are not a small thing.	2
It's too good to put the phone in the rice. You can save a lot of money just once. It's too practical.	0
How valuable is the pennies on the back? Do you have them in your hand? They're very collectable.	0
Millet 8 real machine data outflow! Millet 6 to 69 yuan! Unenviable!	2
"""Warden 3"" is about to start! Half of the entertainment industry wants to play nice with Wujing! She: I don't do it!"	2
Eight things to buy less at home. It's not too late to know.	0
Driving without a drink? Learn how to drive and drink and never get checked.	2
Peanut this collocation to eat, 5 days thin 7 catties, abdominal one circle, still can expel intestinal toxin to treat constipation to eliminate damp	0
"Will it set off another round of ""bicycle wars"" if it is to acquire the ofo $1.5 billion?"	2
"Electric vehicles to meet the most severe rectification: to pay 100 ""card fees"", otherwise prohibit road!"	2
The mountain yam adds it quickly loses weight, a bowl of thin rice before the meal, lets you two weeks bid farewell to the bucket waist, does not rebound	2
Flu high! Ostralcitrivir is out of stock.	2
"The old man raised his grandson 14 years in Fudan, found the ""dead"" son alive?"	0
Foshan National Test has been advanced to July 5.	2
How do you choose fruits?	2
There was a torrential downpour in Shiyan. There was a flood like that in 1998.	2
A 40-year-old woman drinks milk from soy milk for 3 months, can you drink soy milk?	2
In the same room? One-in-one? Sung-yeon love? Fans: No.	2
In two days, Fuyang wants a plane to be filled.	2
Langfang network airplanes to spread the drug to the white moth city forestry bureau: false news!	2
Four kids in Dayang Liang poisoned the plum.	2
The oppo phone uses a lot of power, you can't use it, 30 seconds to teach you how to set it up for three days at a time.	2
Who should be the village cadre in the countryside? Look at the new regulations promulgated by the state.	2
"""There will be a major change in the test on April 1""! Really? Heh heh. Let's see what the official say."	2
Carrot yolk mud 8M + baby can eat, protect eyesight, improve immunity	2
The boy was mutilated by his dog's dog, barking like a dog.	1
Host Tung Tian said she left CCTV for a year because of the fact that she wanted to have a baby	2
Dazzled uncle: some two generations of drug abuse hit the most trouble? Huge has an open relationship?	2
"""As of today, the nationwide inspection of the card rooms, 60-year-old under the arrest of all fines?"" The Internet is crazy."	1
A nearly 20 times increase in 5 months, and an easy profit of $80 million for Fung Wah Group shareholders	2
There were several deaths from the collapse of the three-way house on the first floor of the sandwich.	2
"Taking stock of China's ""dirtiest"" street food, it's too dirty. Let's see how many kinds you eat."	2
Will China bid to host the World Cup 2030?	2
Yancheng Five Continent International Wedding Master Kisses Daughters of Daughter-in-law and Jumping to the Flats?	2
"“ Military photo. ” H5 is a fraud? The criminal investigation team leader zhu jian reminds the ""warwolf 2"" link has the virus? The kid was drugged and smuggled out of town for a transplant? Chekiang bargains are late in july!"	2
Linyi will use the aircraft to prevent and control the white moth. It is not harmful to humans and animals.	2
"Xu Zheng is about to begin filming ""Injun"", frankly will not invite him again, netizens fried the pot!"	1
"""Police Report"" on the network of Lianhe Township in Dangshan City, a fire in the wheat field is a rumor."	2
Two days of thin, fruit can still eat like this, with it, a week to reproduce bimbo!	2
God bless the voice of Liu Hua again, the new year party who is high-spirited, not necessarily?	2
Master Shifu, both of them are seriously ill, and turn to Buddhism.	2
Red date plus it eat together, is eating poison ah! Can cause the spleen and stomach damage...	0
New rules: children inherit family property 4 conditions, the only child is also required	2
How does a caesarean mother recover quickly? When does a caesarean section begin to lose her stomach?	2
By 2018, not only will the subsidies for the disabled be increased, but these four types of farmers in rural areas will get the most!	2
Ren zhiqiang: 2018 china house prices will still skyrocket, property market control useless	1
The chip's first dragon head slumbers for 6 years, the net profit increased by a thousand times, May or catch up with HKUST fly	0
guan tong saw other people getting married and sad yu wenhua and hengyue came to help her get out of single.	2
the man was tricked into joining a pyramid scheme by his girlfriend. he was forced to have sex with eight strangers within a month.	0
"Jiujiang city people buy ""plastic purple seaweed"" in Jiulong Supermarket, it is hard to break after chewing the soup"	2
Eat fish head fish skin is equivalent to eating poison? The chilli fish head cried at the desk!	2
She has been questioned by the Yang power company because of her beauty. She has been questioned about cosmetic surgery, pure and sweet.	2
A woman scorned by Jackie Chan is nothing but the worst actress in the 18-year-old.	0
In the countryside, there is this card for the white-collar 5000 yuan subsidy, do not know the loss!	2
The War on Chip between China and America.	2
Wash hair tips: Use conditioner first, then shampoo.	0
Guangzhou aircraft grounded yesterday, for the northward wild geese give way to life scene, moving people!	0
You can't eat meat with meat.	2
Lung cancer in Beijing skyrocketed by 43%.	0
New iphone X exposure: Super A12 processor with three sizes; Mini 6X sells for 1,799 yuan	2
Closing moratorium, recall the market still slumps, whether the rescue of the Samsung Township will be reversed.	2
Eat these foods and help to relieve and prevent cramp during pregnancy.	2
What does the color bar on the bottom of the toothpaste represent? Teach you a way to make it easy for you to choose your toothpaste.	2
Ofo has embezzled more than $10 billion in deposits from users, and has only 3.5 billion in deposits and 1.5 billion in outstanding deposits.	2
A recent exposure to a recent photo of Jackie Chan's illegitimate daughter, netizens: Starting to look like a woman!	0
Guoan intends to sign the center of the national football center as a surrogate for Zhangrue Zhang	2
The province will have the coldest weather since 1992 next week. Will it snow in Huidong?	2
Zhou Libo died of illness and donated all his legacy at the end of his life.	0
Yu Ling Xiong: 2018 the most profitable industry, understand the next millionaire is you! 2	0
Baby girl with jade birth, is this the legendary Jia Baoyu?	0
There's been an accident in Clearinghe Square. No family members.	2
Brush your teeth with an electric toothbrush. It's important to do it right!	0
"Authoritative refuelling rumors! The rampant ""Taiyuan restriction"" is fake! Please do not spread rumors!"	2
"The Internet says ""router"" releases formaldehyde? Is that real?"	2
Cervical cancer, stomach cancer, if you're not careful, you can get it. Learn how to prevent it.	2
Destroying Three Views! Gurina and Zhang Han broke up because Nathaniel had fallen in love with Wu Yifan?	1
Young 15-year-old Guo Tie-jie, the head of Gu Tae-lok, replays 3 times.	2
Yang Yang in the world in front of high-profile love, to Zhengshuang will tell the world!	2
Japan: Our ancestors are Chinese, Korea: Bullshit, your ancestors are our Koreans	2
"Wang Ernie ""Show love"" the big coat brother Zhu Zhu Wen: I like him very much! Mandar hears awkward!"	2
The cancer cells have been removed from the body, and it's from eating it.	0
Delivery guy not familiar with the route delivery times, customers slapping, anger and knife wounds!	2
The emergency department of xia yi county hospital admitted a teenager in a car accident.	2
If you want to double your child's IQ, parents don't miss 8 of these details.	2
Within 150 meters of Yanji Gate, no parking on both sides of the road.	2
The car with the highest mortality rate, it's very fuel-efficient.	2
Dahe earlier in Henan 11 cities and counties were praised by the Central Committee; Zhengzhou put a stop to share bicycles.	2
S5 virus death after torrential rains? Old rumour	2
Liu Tianchi evaluation of the Ab performance is very to the point, to expose Zhang Ziyi's anger is a design, too dare to say	2
Reports on the Nasdaq's 10-month trading in digital currency	2
Nanning school district division is also new! Qingxiu 92 primary and secondary schools to be divided into 10 school districts, everyone has a comment, hurry up!	2
"Xu Zheng is directing ""The Imported Case"" in recent days. Baer is no longer the main actor in the movie."	0
How does the phone not root to view the WiFi password?	2
Farmers pay 15 years of rural endowment insurance in 2017 and can return home at the earliest age of 62	2
"The ""natural enemies"" of cancer, with six basic foods eaten daily, can help fight cancer and prevent cancer."	0
Thursdays will skyrocket a strong stock, full-scale intervention will have to be rewarded!	2
Zhang Dan announces the exit entertainment circle, netizen: Is a bet?	2
The best purchase of new shares in the morning and afternoon of the afternoon, the rate of increase in the contract rate 320%, is worthy of retail collection.	0
Huawei's mobile phone purchase price exposure, see how much money you have been made by the store	0
Tokyo Olympic Image Ambassador Announces: Nine Comicants, including Ming Cong, Xiaoxin, Lu Fei, Elect	2
Little baby can not have four sleeping positions, affect growth and development!	0
The 34-year-old mother-in-law wanted to have a second child for her daughter, who knows when the baby was born, the whole family cried and cried!	2
'' Police in the mountains! '' '' The woman driving all the way '' is a false statement.	2
Lin Xinyu's daughter's photo has been exposed, and it's no wonder that she has been kept out of the picture.	0
There's a dealer in the Paradise Ocean Park, the center of the world, Chengdu.	2
Russian aircraft carrier black smoke shows old! Domestic carrier why black smoke?	2
